22:54:48 [INFO] [Level-2] Numba kernels warm (JIT ready in 0.7s)
22:54:50 [INFO] [TF] timeframe=1h TF_SCALE=1.0000 TF_SECONDS=3600 TF_HOURS=1.000
22:54:50 [INFO] §1  مسح أعلى 15 عملة...
22:54:56 [INFO] §2  جلب البيانات (متوازٍ)...
22:54:57 [INFO]   ✓ BNB/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ DOGE/USDT     : 17,535 شمعة
22:54:57 [INFO]   ✓ SOL/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ XRP/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ BTC/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ ETH/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ ADA/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ AVAX/USDT     : 17,535 شمعة
22:54:58 [INFO]   ✓ DOT/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ LTC/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ UNI/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ LINK/USDT     : 17,535 شمعة
22:54:58 [INFO]   ✓ ATOM/USDT     : 17,535 شمعة
22:54:59 [INFO]   ✓ TRX/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ POL/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ ETC/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ XAG/USDT      : 6,133 شمعة
22:54:59 [INFO]   ✓ TON/USDT      : 17,528 شمعة
22:54:59 [INFO]   ✓ HBAR/USDT     : 17,535 شمعة
22:54:59 [INFO]   ✓ NEAR/USDT     : 17,535 شمعة
22:54:59 [INFO]   ✓ APT/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ BCH/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ VET/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ FIL/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ AAVE/USDT     : 17,535 شمعة
22:55:00 [INFO]   ✓ STX/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ ARB/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ OP/USDT       : 17,535 شمعة
22:55:00 [INFO]   ✓ TIA/USDT      : 17,528 شمعة
22:55:00 [INFO]   ✓ SUI/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ SEI/USDT      : 17,528 شمعة
22:55:00 [INFO]   ✓ INJ/USDT      : 17,535 شمعة
22:55:01 [INFO]   ✓ ALGO/USDT     : 17,528 شمعة
22:55:01 [INFO]   ✓ GRT/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ LDO/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ FET/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ RENDER/USDT   : 17,528 شمعة
22:55:01 [INFO]   ✓ KAS/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ WIF/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ SAND/USDT     : 17,528 شمعة
22:55:01 [INFO]   ✓ THETA/USDT    : 17,528 شمعة
22:55:01 [INFO]   ✓ EGLD/USDT     : 17,528 شمعة
22:55:02 [INFO]   ✓ MANA/USDT     : 17,528 شمعة
22:55:02 [INFO]   ✓ AXS/USDT      : 17,528 شمعة
22:55:02 [INFO]   ✓ CHZ/USDT      : 17,528 شمعة
22:55:02 [INFO]   ✓ XLM/USDT      : 17,528 شمعة
22:55:02 [INFO] §3  معالجة فضاء الحالة (K ديناميكي)...
22:55:02 [INFO]   [Parallel] 8 workers × 46 symbols (cache=on)
╔══════════════════════════════════════════════════════════════════════╗
  [Level-1] Parallel: True  Cache: True
  [Level-2] Numba: True

║  محرك التداول الثرموديناميكي الكمي v6.0 – Singularity Engine     ║
║  الوضع: BACKTEST    |  رأس المال: $100.00              ║
╠══════════════════════════════════════════════════════════════════════╣
║  ① Boltzmann Kelly: BASE=2.0%  λ=0.05  [1.0%–5.0%]  ║
║  ② Topo-Divergence: ε=0.05  (حتمية هندسية)              ║
║  ③ Dynamic-K:       [4–12]  (SNR ∝ 1/m)                     ║
║  ④ Cosmological Λ:  0  (De Sitter drift)                  ║
║  ⑤ T_sync EMA-accel: فلتر التشابك عبر المقاييس                  ║
╚══════════════════════════════════════════════════════════════════════╝

22:55:14 [INFO]   ✓ BNB/USDT       | K=11 | اختبار=  750 | tri_μ=1.26 | [cache]
22:55:14 [INFO]   ✓ BNB/USDT       | K=11 | اختبار=  750 | tri_μ=1.26 | [cache]
22:55:14 [INFO]   ✓ DOGE/USDT      | K=11 | اختبار=  512 | tri_μ=1.16 | [cache]
22:55:14 [INFO]   ✓ DOGE/USDT      | K=11 | اختبار=  512 | tri_μ=1.16 | [cache]
22:55:14 [INFO]   ✓ SOL/USDT       | K=11 | اختبار=  304 | tri_μ=1.15 | [cache]
22:55:14 [INFO]   ✓ SOL/USDT       | K=11 | اختبار=  304 | tri_μ=1.15 | [cache]
22:55:14 [INFO]   ✓ XRP/USDT       | K=11 | اختبار=  678 | tri_μ=1.21 | [cache]
22:55:14 [INFO]   ✓ XRP/USDT       | K=11 | اختبار=  678 | tri_μ=1.21 | [cache]
22:55:14 [INFO]   ✓ BTC/USDT       | K=11 | اختبار=  755 | tri_μ=1.28 | [cache]
22:55:14 [INFO]   ✓ BTC/USDT       | K=11 | اختبار=  755 | tri_μ=1.28 | [cache]
22:55:14 [INFO]   ✓ ETH/USDT       | K=11 | اختبار=  565 | tri_μ=1.23 | [cache]
22:55:14 [INFO]   ✓ ETH/USDT       | K=11 | اختبار=  565 | tri_μ=1.23 | [cache]
22:55:14 [INFO]   ✓ ADA/USDT       | K=11 | اختبار=  574 | tri_μ=1.20 | [cache]
22:55:14 [INFO]   ✓ ADA/USDT       | K=11 | اختبار=  574 | tri_μ=1.20 | [cache]
22:55:14 [INFO]   ✓ AVAX/USDT      | K=11 | اختبار=  435 | tri_μ=1.16 | [cache]
22:55:14 [INFO]   ✓ AVAX/USDT      | K=11 | اختبار=  435 | tri_μ=1.16 | [cache]
22:55:14 [INFO]   ✓ DOT/USDT       | K=11 | اختبار=  523 | tri_μ=1.19 | [cache]
22:55:14 [INFO]   ✓ DOT/USDT       | K=11 | اختبار=  523 | tri_μ=1.19 | [cache]
22:55:14 [INFO]   ✓ LTC/USDT       | K=11 | اختبار=  645 | tri_μ=1.21 | [cache]
22:55:14 [INFO]   ✓ LTC/USDT       | K=11 | اختبار=  645 | tri_μ=1.21 | [cache]
22:55:14 [INFO]   ✓ UNI/USDT       | K=11 | اختبار=  566 | tri_μ=1.19 | [cache]
22:55:14 [INFO]   ✓ UNI/USDT       | K=11 | اختبار=  566 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ LINK/USDT      | K=11 | اختبار=  732 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ LINK/USDT      | K=11 | اختبار=  732 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ ATOM/USDT      | K=11 | اختبار=  653 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ ATOM/USDT      | K=11 | اختبار=  653 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ TRX/USDT       | K=11 | اختبار=  693 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ TRX/USDT       | K=11 | اختبار=  693 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ POL/USDT       | K=11 | اختبار=  536 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ POL/USDT       | K=11 | اختبار=  536 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ ETC/USDT       | K=11 | اختبار=  661 | tri_μ=1.22 | [cache]
22:55:15 [INFO]   ✓ ETC/USDT       | K=11 | اختبار=  661 | tri_μ=1.22 | [cache]
22:55:15 [INFO]   ✓ XAG/USDT       | K=11 | اختبار=   40 | tri_μ=1.03 | [cache]
22:55:15 [INFO]   ✓ XAG/USDT       | K=11 | اختبار=   40 | tri_μ=1.03 | [cache]
22:55:15 [INFO]   ✓ TON/USDT       | K=11 | اختبار=  429 | tri_μ=1.09 | [cache]
22:55:15 [INFO]   ✓ TON/USDT       | K=11 | اختبار=  429 | tri_μ=1.09 | [cache]
22:55:15 [INFO]   ✓ HBAR/USDT      | K=11 | اختبار=  694 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ HBAR/USDT      | K=11 | اختبار=  694 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ NEAR/USDT      | K=11 | اختبار=  448 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ NEAR/USDT      | K=11 | اختبار=  448 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ APT/USDT       | K=11 | اختبار=  442 | tri_μ=1.18 | [cache]
